id,name,lat,lng,category,country,city,sources,url,tags
4185,Bruadair Housing Co-operative,55.87292581,-3.056950841,ecovillage,GB,Newtongrange,Murmurations,bruadair.coop.scot,Co-op
4186,Brudenell Social Club,53.81008452,-1.570320016,ecovillage,GB,Leeds,Murmurations,brudenellsocialclub.co.uk,Co-op
4187,Bruton Wholefoods,51.1114716,-2.4562353,ecovillage,GB,Bruton,Murmurations,brutonwholefoods.org.uk,Co-op
4188,Brynaman Lido,51.81371041,-3.86733958,ecovillage,GB,Ammanford,Murmurations,brynamanlido.com,Co-op
4189,New Stockwood Social Club,51.40824691,-2.543950386,ecovillage,GB,Bristol,Murmurations,bs14club.com,Co-op
4190,Broken Spoke Bicycles,51.73596963,-1.228772201,ecovillage,GB,Oxford,DiggersAndDreamers|Murmurations,bsbcoop.org,Co-op
4191,Blackburn Seafield and District Credit Union,55.8744600023489,-3.61978003923769,ecovillage,GB,Bathgate,Murmurations,bsdcreditunion.co.uk,Co-op
4192,Balfour Street (Housing) Project,51.493224602,-0.091397559,ecovillage,GB,London,Murmurations,bshp.coop,Co-op
4193,Basingstoke Town Community Football Club,51.26799111,-1.111974191,ecovillage,GB,Basingstoke,Murmurations,btfc.co.uk,Co-op
4194,Brighton & Hove Sports & Social Club,50.832411433,-0.129607267,ecovillage,GB,Brighton,Murmurations,btlc.org.uk/homepage.htm,Co-op
4195,Buckley Working Men's Social Club,53.16559078,-3.064604408,ecovillage,GB,Buckley,Murmurations,buckleyworkingmens.wixsite.com/socialclub,Co-op
4196,Burley Gate Community Shop,52.1226043,-2.590348074,ecovillage,GB,Burley Gate,Murmurations,burleygateshop.co.uk,Co-op
4197,Burnham Gardening Society,51.52853996,-0.681168907,ecovillage,GB,Maidenhead,Murmurations,burnham-allotments.co.uk,Co-op
4198,Vinery Road Permanent Allotment Society,52.20715703,0.142047009,ecovillage,GB,Cambridge,Murmurations,burnsideandvineryallotments.org,Co-op
4199,Burrington Community Shop,50.92952266,-3.9269303,ecovillage,GB,Umberleigh,Murmurations,burringtonshop.org.uk,Co-op
4200,Burton-In-Lonsdale Village Shop Association,54.14469689,-2.534567995,ecovillage,GB,Carnforth,Murmurations,burtonshop.co.uk,Co-op
4201,Shakers Community Society / Bury AFC,53.70061699,-2.274860486,ecovillage,GB,Rossendale,Murmurations,buryafc.uk,Co-op
4202,Bushbury Hill Estate Management Board,52.612264035,-2.114153479,ecovillage,GB,Wolverhampton,Murmurations,bushburyhill.co.uk,Co-op
4203,Business for Scotland,55.86311867,-4.261402282,ecovillage,GB,Glasgow,Murmurations,businessforscotland.com,Co-op
4204,Buth Tholastaidh,58.3490621,-6.2125662,ecovillage,GB,Isle of Lewis,Murmurations,buththolastaidh.co.uk,Co-op
4205,Bath and West Community Energy,51.3825079,-2.3589567,ecovillage,GB,Bath,Murmurations,bwce.coop,Co-op
4206,Bishop Wilton Community Shop,53.98548445,-0.784835,ecovillage,GB,York,Murmurations,bwcommunityshop.co.uk,Co-op
4207,Bolton Wanderers Supporters Society,53.55454534,-2.513206832,ecovillage,GB,Bolton,Murmurations,bwfcst.co.uk,Co-op
4208,Bristol Wood Recycling Project,51.454309466,-2.57402538,ecovillage,GB,Bristol,Murmurations,bwrp.org.uk,Co-op
4209,Home Farm Village,51.48975264,-3.157820102,ecovillage,GB,Cardiff,Murmurations,cadwyn.co.uk,Co-op
4210,Caerphilly Social Club,51.57664779,-3.217520825,ecovillage,GB,Caerphilly,Murmurations,caerphillysocialclub.com,Co-op
4211,Cafe INDIEpendent,53.5912745,-0.652132393,ecovillage,GB,Scunthorpe,Murmurations,cafeindiependent.org.uk,Co-op
4212,Cafe Kino,51.46415421,-2.589517727,ecovillage,GB,Bristol,Murmurations,cafekino.coop,Co-op
4213,Caffi Florence,53.154526631,-3.200507644,ecovillage,GB,Mold,Murmurations,caffiflorence.co.uk,Co-op
4214,CAG Consultants,51.561970514,-0.101245524,ecovillage,GB,London,Murmurations,cagconsultants.co.uk,Co-op
4215,The Community Action Groups Project Oxfordshire,51.76787499,-1.269601224,ecovillage,GB,Oxford,Murmurations,cagoxfordshire.org.uk,"Art / creativity|Building local networks|Co-op|Community Growing|Community hub or activities|Community visioning / imagination work|Energy|Festivals, fairs or events|Local economy or new economy projects|Nature|Other food projects|Share, Repair or reuse|Social Justice / Just Transition activities|Transition Group|Transport|Wellbeing or Inner Transition|Youth or education projects"
4216,Caithness Machinery Ring,58.48676952,-3.163514589,ecovillage,GB,Wick,Murmurations,caithnessmachineryring.co.uk,Co-op
4217,Calderdale Credit Union,53.7226856,-1.861827986,ecovillage,GB,Halifax,Murmurations,calderdalecreditunion.co.uk,Co-op
4218,Calder Valley Community Land Trust,53.74244836,-2.013220105,ecovillage,GB,Hebden Bridge,Murmurations,caldervalleyclt.org.uk,Co-op
4219,Dalnavert Community Cooperative,57.131530314,-3.886347523,ecovillage,GB,Kingussie,Murmurations,caledonia.org.uk/socialland/dalnaver.htm,Co-op
4220,Calleva Community Energy,53.212514907,-0.747190799,ecovillage,GB,Newark-on-Trent,Murmurations,callevacommunity.uk,Co-op
4221,Calon Cymru Network,51.88426549,-3.993686161,ecovillage,GB,Llandeilo,Murmurations,caloncymru.org,Co-op
4222,Calon Wen Organic Milk Co-operative,51.80336655,-4.7422879,ecovillage,GB,Narberth,Murmurations,calonwen-cymru.com,Co-op
4223,Calverts,51.532979442,-0.059440147,ecovillage,GB,London,Murmurations,calverts.coop,Co-op
4224,Camberley Cricket Club,51.32612885,-0.741765774,ecovillage,GB,Camberley,Murmurations,camberleycc.co.uk,Co-op
4225,Cambrian Credit Union,53.29072,-3.79835883699996,ecovillage,GB,Conwy,Murmurations,cambriancu.com,Co-op
4226,Cambridge Society for Psychotherapy Ltd,51.8769785,0.15663095,ecovillage,GB,Bishops Stortford,Murmurations,cambridge-psychotherapy.org.uk,Co-op
4227,Cambridge Fans United,52.07819797,0.017430342,ecovillage,GB,Royston,Murmurations,cambridgefansunited.org,Co-op
4228,Cambuslang Credit Union,55.8195834,-4.1722957,ecovillage,GB,Glasgow,Murmurations,cambuslangcu.org.uk,Co-op
4229,Camgrain,52.164908606,0.2805031,ecovillage,GB,Balsham,Murmurations,camgrain.co.uk,Co-op
4230,Camlin Credit Union,54.6207587,-6.2174421,ecovillage,,Crumlin,Murmurations,camlincreditunion.co.uk,Co-op
4231,The Camping and Caravanning Club,52.38782164,-1.584292908,ecovillage,GB,Coventry,Murmurations,campingandcaravanningclub.co.uk,Co-op
4232,Leger Education Trust,53.6249382,-1.187202336,ecovillage,GB,Doncaster,Murmurations,campsmount.com,Co-op
4233,Co-operative Assistance Network,51.470743501,-2.593040825,ecovillage,GB,Bristol,Murmurations,can.coop,Co-op
4234,Southampton CDA,50.925858602,-1.393028254,ecovillage,GB,Southampton,Murmurations,can.coop/sacda,Co-op
4235,Canalside Community Food,52.27556766,-1.481502781,ecovillage,GB,Leamington Spa,Murmurations,canalsidecommunityfood.org.uk,Co-op
4236,The Canaries Trust,52.63324049,1.274687936,ecovillage,GB,Norwich,Murmurations,canariestrust.org,Co-op
4237,Canning Housing Co-operative,53.39847915,-2.968950823,ecovillage,GB,Liverpool,Murmurations,canningco-op.org.uk,Co-op
4238,Canolfan Adnoddau Cymunedol - Hermon Community Resource Centre,51.956207703,-4.610723441,ecovillage,GB,Glogue,Murmurations,canolfanhermon.org.uk,Co-op
4239,Canton Liberal Workmen's Club,51.48144427,-3.203488522,ecovillage,GB,Cardiff,Murmurations,cantonliberalclub.co.uk,Co-op
4240,Canterbury Rugby Football Club,51.25767509,1.082811877,ecovillage,GB,Canterbury,Murmurations,cantrugby.co.uk,Co-op
4241,Canvey Island Conservative Club,51.52022298,0.590986429,ecovillage,GB,Canvey Island,Murmurations,canveyislandconclub.co.uk,Co-op
4242,Siop Gymunedol Capel Dewi Community Shop,52.0601755,-4.258839391,ecovillage,GB,Llandysul,Murmurations,capeldewishop.org,Co-op
4243,Cornwall Association of Primary Headteachers (CAPH),50.418622,-4.829061962,ecovillage,GB,Roche,Murmurations,caph.org.uk,Co-op
4244,Capital Credit Union,55.959147783,-3.207123067,ecovillage,GB,Edinburgh,Murmurations,capitalcreditunion.com,Co-op
4245,Drumchapel Caravan Project,55.889868292,-4.356564477,ecovillage,GB,Glasgow,Murmurations,caravanproject.co.uk,Co-op
4246,Cardiff Community Energy,51.42453194,-3.185023092,ecovillage,GB,Cardiff,Murmurations,cardiffcommunityenergy.co.uk,Co-op
4247,Cardiff and the Vale Credit Union,51.469251343,-3.163477248,ecovillage,GB,Cardiff,Murmurations,cardiffcu.com,Co-op
4248,The Cardinals Supporters Society,51.306391585,-0.558057453,ecovillage,GB,Woking,Murmurations,cardstrust.co.uk,Co-op
4249,Care at Home,52.36600295,-2.693000273,ecovillage,GB,Ludlow,Murmurations,careathome.org.uk,Co-op
4250,Carers Direct,50.297517314,-3.804921553,ecovillage,GB,Kingsbridge,Murmurations,carersdirect-sw.co.uk,Co-op
4251,Peloton (Liverpool),53.41527385,-2.947245497,ecovillage,GB,Liverpool,Murmurations,cargocollective.com/Peloton,Co-op
4252,Carlisle Ex-Services Men's Club,54.89545806,-2.93203976,ecovillage,GB,Carlisle,Murmurations,carlisle-ex.org.uk,Co-op
4253,Carlisle World Shop Co-operative,54.893890812,-2.934841268,ecovillage,GB,Carlisle,Murmurations,carlisleworldshop.co.uk,Co-op
4254,Carmarthenshire Energy,51.857128677,-4.311411233,ecovillage,GB,Carmarthen,Murmurations,carmarthenshireenergy.org,Co-op
4255,Carnglen Credit Union,54.84609418,-6.679717528,ecovillage,,Maghera,Murmurations,carnglencu.com,Co-op
4256,Cartrefi Cymru,51.47226658,-3.177361802,ecovillage,GB,Cardiff,Murmurations,cartrefi.coop,Co-op
4257,Cï¿½r-Y-Mï¿½r - For the love of the sea,51.9143928,-2.8667464,ecovillage,GB,Abergavenny,Murmurations,carymor.wales,Co-op
4258,CASE,52.629289105,-1.130873249,ecovillage,GB,Leicester,Murmurations,case.coop,Co-op
4259,Cash Box Credit Union,53.490084796,-2.094324663,ecovillage,GB,Ashton-under-Lyne,Murmurations,cashbox.org.uk,Co-op
4260,Computer Application Services (CAS),55.914431199,-3.320917685,ecovillage,GB,Edinburgh,Murmurations,casltd.com,Co-op
4261,Castle & Crystal Credit Union,52.511261327,-2.08257413,ecovillage,GB,Dudley,Murmurations,castleandcrystal.co.uk,Co-op
4262,Castle Community Bank,55.97062475,-3.1723705,ecovillage,GB,Edinburgh,Murmurations,castlecommunitybank.co.uk,Co-op
4263,Castlemilk Credit Union,55.805465507,-4.230816989,ecovillage,GB,Glasgow,Murmurations,castlemilkcu.co.uk,Co-op
4264,The Charlton Athletic Supporters' Trust,51.545684808,0.685280633,ecovillage,GB,Westcliff-on-Sea,Murmurations,castrust.org,Co-op
4265,Centre for Alternative Technology PLC,52.6230397,-3.8399604,ecovillage,GB,Machynlleth,Murmurations,cat.org.uk,Co-op
4266,Catalyst Collective,53.74744558,-2.01127473,ecovillage,GB,Hebden Bridge,Murmurations,catalystcollective.org,Co-op
4267,Caterpillar Crafts C.I.C,50.89939469,-1.024415878,ecovillage,GB,Waterlooville,Murmurations,caterpillar-crafts.com,Co-op
4268,The Cave Co-operative,51.41291894,-0.298585411,ecovillage,GB,Kingston-upon-Thames,Murmurations,cave.coop,Co-op
4269,The Auctioneers Arms,52.98832102,-2.081858974,ecovillage,GB,Caverswall,Murmurations,caverswallcommunitysociety.co.uk,Co-op
4270,Clynderwen and Cardiganshire Farmers (CCF),51.84168829,-4.728559309,ecovillage,GB,Clynderwen,Murmurations,ccfagri.co.uk,Co-op
4271,Confederation of Co-operative Housing (CCH),53.3873473,-2.957497302,ecovillage,GB,Liverpool,Murmurations,cch.coop,Co-op
4272,Coalfield Community Investment,53.794476578,-1.38478449,ecovillage,GB,Leeds,Murmurations,ccis.uk.com,Co-op
4273,Chancery Co-operative Management (CCM),51.457807048,-0.195766923,ecovillage,GB,London,Murmurations,ccmactors.com,Co-op
4274,Chryston and District Credit Union,55.913863801,-4.083548423,ecovillage,GB,Moodiesburn,Murmurations,cdcu.co.uk,Co-op
4275,Orts Road Housing Co-operative,51.454849709,-0.956985242,ecovillage,GB,Reading,Murmurations,cds.coop,Co-op
4276,CDS Co-operatives,51.49983972,-0.09292904,ecovillage,GB,London,Murmurations,cds.coop,Co-op
4277,Umai Ecovillage,43.183547,76.859408,ecovillage,KZ,,Murmurations,ecovillage.org/project/aua-kazakhstans-first-eco-village,Community
4278,Obenaus Community,46.7110436,15.59672247,ecovillage,,,Murmurations,obenauscommunity.org,community
4279,Szatyor,47.448095,18.668806,ecovillage,HU,,Murmurations,szatyorgoesabroad.org/volunteering/come-to-hungary/szatyor-etyek,Community
4280,Baksi Museum,40.385689,40.564191,ecovillage,TR,,Murmurations,baksi.org/en/iletisim,Community|Culture
4281,Creativity Adda,28.714363,77.216803,ecovillage,IN,,Murmurations,creativityadda.org,Education|Community
4282,The Centre for Social Entrepreneurship,50.7351063,7.09491416,ecovillage,,,Murmurations,eutopia-bonn.de/ceseb,-coworking-community
4283,Kazach National Agriculture University,43.241953,76.952877,ecovillage,KZ,,Murmurations,kaznaru.edu.kz?lang=en,Education|Community
4284,OUT(FIT),-32.89682122,151.70615292,ecovillage,,,Murmurations,outfit.org.au/about,community|volunteer
4285,Sristi Village,12.072053,79.629841,ecovillage,IN,,Murmurations,sristivillage.org,Community|Health
4286,Tribal Village Atitlan,14.71928067,-91.26746174,ecovillage,,,Murmurations,tribalvillage.org,community|helmutteresa19
4287,Осьмино,29.08308302,59.01290699,ecovillage,,Russia,Murmurations,osminogo.tilda.ws,comminity|impacthubmoscow
4288,Осьмино,59.01290699,29.08308298,ecovillage,,Russia,Murmurations,osminogo.tilda.ws,comminity|impacthubmoscow
4289,Armas Akademi,40.945711,29.30462,ecovillage,TR,,Murmurations,armasvakfi.org,Education|Community|Economy
4290,Av Library Of Things,12.003265,79.833427,ecovillage,IN,,Murmurations,aurolot.myturn.com/library,Community|Education|Forest|Trade|Waste
4291,Auroorchard,11.9847,79.788131,ecovillage,IN,,Murmurations,auroville.org/contents/2877,Food|Community|Trade
4292,Cameron Murdock,40.0142459,-105.2792381,ecovillage,US,Boulder,Murmurations,camalot.me,Community|technology|cooperatives
4293,Cambium - Leben in Gemeinschaft,46.93261296,16.02056313,ecovillage,,,Murmurations,cambium.at,community|gemeinschaft|ökodorf
4294,Ecovillage Georgia,41.716667,44.783333,ecovillage,GE,,Murmurations,ecovillagegeorgia.ge,Community|Education|Housing
4295,Coworking Effinger,46.94593101,7.43578596,ecovillage,,,Murmurations,effinger.ch,community|coworking|kaffeebar
4296,Just Change,11.505573,76.494641,ecovillage,IN,,Murmurations,justchangeindia.com,Food|Trade|Community
4297,Keystone Foundation,11.430735,76.856985,ecovillage,IN,,Murmurations,keystone-foundation.org,Forest|Community|Trade
4298,Kilmora,29.42869,79.63123,ecovillage,IN,,Murmurations,kilmora.in,Clothing|Trade|Community
4299,New economy project,40.74592394,-73.99186853,ecovillage,,,Murmurations,neweconomynyc.org,bank|community|cooperative
4300,Sewa Trade Facilitation Centre,23.025729,72.611611,ecovillage,IN,,Murmurations,sewatfc.org,Women|Community|Trade
4301,STATION,47.43294041,9.39262474,ecovillage,,,Murmurations,stationtostation.ch,club|community|creative
4302,Transition Town Okehampton,50.74532,-3.98198,ecovillage,,Exeter,Murmurations,maps.transitionnetwork.org/group/transition-town-okehampton,Transition Group|Community Growing|Community hub or activities|Community visioning / imagination work
4303,Ай! Байкальская деревня,51.81582199,107.59636902,ecovillage,,Russia,Murmurations,iderevnya.ru,comminity|culture|impacthubmoscow
4304,Воспитание по-мужски,55.69963198,37.62453702,ecovillage,,Russia,Murmurations,vospitanie-po-myzhski.timepad.ru/events,comminity|education|impacthubmoscow
4305,Воспитание по-мужски,37.62453698,55.69963203,ecovillage,,Russia,Murmurations,vospitanie-po-myzhski.timepad.ru/events,comminity|education|impacthubmoscow
4306,Молодежный бизнес России,55.775165,37.58666096,ecovillage,,Russia,Murmurations,youthbusinessrussia.org,comminity|impacthubmoscow|infrastructure
4307,Молодежный бизнес России,37.586661,55.77516496,ecovillage,,Russia,Murmurations,youthbusinessrussia.org,comminity|impacthubmoscow|infrastructure
4308,Buckingham Transition,51.9993533,-0.9779634,ecovillage,,Buckingham,Murmurations,bucksedwood.org.uk,Transition Group|Community Growing
4309,German Coworking Federation e.V. (Bundesverband Coworking),52.2762,10.54659999,ecovillage,DE,Niedersachsen,Murmurations,coworking-germany.org,arbeit|community|coworking|netzwerk
4310,Cusanus Studierendengemeinschaft e.V.,49.90980957,7.07523823,ecovillage,,,Murmurations,cusanus-studierende.de,bildung|commons|community|wohnprojekt
4311,El Castillo,14.75338634,-91.10987659,ecovillage,,,Murmurations,facebook.com/CastilloAtitlan,community|comune|helmutteresa19|kakao
4312,GRAM,43.7411485,3.7008074,ecovillage,FR,viols le fort,Murmurations,framalistes.org/sympa/info/gram-34380,Transition Group|Community Growing
4313,Hara-Goe,38.6361819,23.77716066,ecovillage,,,Murmurations,haragoeproject.home.blog/this-project,community|education|gemeinschaft|workshops
4314,L’Isle Jourdain En Transition,43.6122168,1.0814667,ecovillage,FR,L'Isle Jourdain,Murmurations,lislejourdainentransition.fr,Transition Group|Community Growing
4315,MagNet Bank,47.51079589,19.07095596,ecovillage,,,Murmurations,magnetbank.hu/en,bank|community|gabv|sustainablefinanceuniverse
4316,Kingston NY Transition,41.9287812,-74.0023702,ecovillage,US,Kingston,Murmurations,maps.transitionnetwork.org/group/kingston-ny-transition,Transition Group|Community Growing
4317,Permaculture Initiative Uganda,0.2830316,32.2863773,ecovillage,UG,,Murmurations,maps.transitionnetwork.org/group/permaculture-initiative-uganda,Transition Group|Community Growing
4318,Ordo Crusis,59.92222408,10.70664908,ecovillage,,,Murmurations,ordocrucis.no,community|felleskap|retreat|retrett
4319,Provision Transylvania,46.830598,22.946799,ecovillage,RO,,Murmurations,provisiontransylvania.com,Community|Education|Food|Tourism
4320,Transition Maitland,-32.708177,151.5268437,ecovillage,AU,Anambah,Murmurations,purplepearfarm.com.au,Transition Group|Community Growing
4321,CASA Schützenplatz e.V.,48.78179408,9.19033707,ecovillage,,,Murmurations,schuetzenplatz.net,community|experimentierort|public-space
4322,Förderkreis Solawi Aachen und Euregio,50.776351,6.08386201,ecovillage,,,Murmurations,solawi-aachen.de,community|csa|gemeinschaft|solawi
4323,Stadtteilzentrum Prenzlauer Berg,52.53136135,13.40812147,ecovillage,,,Murmurations,stz-prenzlauerberg.de,community|nachbarschaft|nachbarschaftshaus|nachbarschaftstreff
4324,POR TI+,39.4296913,-0.3633469,ecovillage,ES,Valencia,Murmurations,yamyogavalencia.com/sobre-nosotros,Transition Group|Community Growing
4325,Weymouth and Portland Transition Towns,50.6191119,-2.4562461,ecovillage,,Portland,Murmurations,ttwp.net,Transition Group|Community Growing|Community hub or activities|Energy
4326,Int. Bilingual Montessori School,50.11814051,8.65293302,ecovillage,,,Murmurations,ibms-frankfurt.com,bildung|grundschule|international|schulevonmorgen
4327,Collective Imagination for Local Possible Futures,19.4216275,-97.0072174,ecovillage,MX,Xico,Murmurations,imaginacioncolectiva.org,Transition Group|Community Growing|Community hub or activities|Community visioning / imagination work|Building local networks
4328,БФ развития города Тюмени,65.551962,57.14258898,ecovillage,,Russia,Murmurations,cftyumen.ru,comminity|soc-chain|соцчейн
4329,БФ развития города Тюмени,57.14258898,65.551962,ecovillage,,Russia,Murmurations,cftyumen.ru,comminity|soc-chain|соцчейн
4330,Челябинский урбанист,61.41067101,55.173635,ecovillage,,Russia,Murmurations,chelurban.ru,comminity|soc-chain|соцчейн
4331,Cocco bello,55.59376,37.351262,ecovillage,,Russia,Murmurations,cocco-bello.com,comminity|soc-chain|соцчейн
4332,Cocco bello,37.351262,55.59376004,ecovillage,,Russia,Murmurations,cocco-bello.com,comminity|soc-chain|соцчейн
4333,Центр устойчивого развития Псковской области,57.817524,28.33663703,ecovillage,,Russia,Murmurations,csdpr.ru,comminity|soc-chain|соцчейн
4334,Центр устойчивого развития Псковской области,28.33663699,57.81752396,ecovillage,,Russia,Murmurations,csdpr.ru,comminity|soc-chain|соцчейн
4335,ООО Дель Пара,43.99525198,56.32495,ecovillage,,Russia,Murmurations,delpara.ru,comminity|soc-chain|соцчейн
4336,Добрая земля,40.56302201,55.92002302,ecovillage,,Russia,Murmurations,dobrayazemlya.ru,comminity|soc-chain|соцчейн
4337,Ассоциация Эхо,61.78822001,34.36515904,ecovillage,,Russia,Murmurations,etnoecho.ru,comminity|soc-chain|соцчейн
4338,Ассоциация Эхо,34.365159,61.78822001,ecovillage,,Russia,Murmurations,etnoecho.ru,comminity|soc-chain|соцчейн
4339,Лесные сады,37.631739,55.75695896,ecovillage,,Russia,Murmurations,foodforest.ru,comminity|soc-chain|соцчейн
4340,Лесные сады,55.75695901,37.631739,ecovillage,,Russia,Murmurations,foodforest.ru,comminity|soc-chain|соцчейн
4341,Отель Голубино,43.270608,64.56028797,ecovillage,,Russia,Murmurations,golubino.org,comminity|soc-chain|соцчейн
4342,Отель Голубино,64.56028801,43.27060804,ecovillage,,Russia,Murmurations,golubino.org,comminity|soc-chain|соцчейн
4343,КХ Колионово,39.45226499,55.30209998,ecovillage,,Russia,Murmurations,kolionovo.org,comminity|soc-chain|соцчейн
4344,КХ Колионово,55.30209998,39.45226499,ecovillage,,Russia,Murmurations,kolionovo.org,comminity|soc-chain|соцчейн
4345,Квартал Луи,44.99008201,53.17317696,ecovillage,,Russia,Murmurations,kvartal-lui.ru,comminity|health-care|impacthubmoscow
4346,Квартал Луи,53.173177,44.99008197,ecovillage,,Russia,Murmurations,kvartal-lui.ru,comminity|health-care|impacthubmoscow
4347,Живые города,37.58019298,55.75823997,ecovillage,,Russia,Murmurations,livingcities.ru,comminity|education|environment|soc-chain|соцчейн
4348,Живые города,55.75824001,37.58019298,ecovillage,,Russia,Murmurations,livingcities.ru,comminity|education|environment|soc-chain|соцчейн
4349,Музей «В Тишине»,55.69531799,37.76699903,ecovillage,,Russia,Murmurations,museuminsilence.ru,comminity|health-care|impacthubmoscow
4350,Музей «В Тишине»,37.76699899,55.69531803,ecovillage,,Russia,Murmurations,museuminsilence.ru,comminity|health-care|impacthubmoscow
4351,ООО Проектдевелопмент,56.00966098,92.81467104,ecovillage,,Russia,Murmurations,proektdevelopment.ru,comminity|soc-chain|соцчейн
4352,Тихоокеанский туристический союз,43.130427,131.89078496,ecovillage,,Russia,Murmurations,prta.pro,comminity|soc-chain|соцчейн
4353,ДЕЗ Комфорт,54.74995401,55.98057397,ecovillage,,Russia,Murmurations,servisesd.ru,comminity|soc-chain|соцчейн
4354,ДЕЗ Комфорт,55.98057402,54.74995401,ecovillage,,Russia,Murmurations,servisesd.ru,comminity|soc-chain|соцчейн
4355,Offener BGE Treff Saar,49.23634682,6.99022293,ecovillage,DE,Saarland,Murmurations,bgesaar.wordpress.com,bedingungsloses-grundeinkommen|bge|bge-community
4356,Çatı Çiftliği,40.9855352,28.9065421,ecovillage,TR,İstanbul,Murmurations,caticiftligi.com,Transition Group|Community Growing|Other
4357,La coopérative d’en face,46.9895828,6.9292641,ecovillage,CH,Neuchâtel ,Murmurations,cdef.ch,Transition Group|Community Growing|Other
4358,Du bis hier der Chef! Die Verbrauchermarke,50.02754408,8.1189741,ecovillage,,,Murmurations,dubisthierderchef.de,community|ernährung|landwirtschaft|nachhaltigkeit|verbrauchergemeinschaft
4359,GrowWorkLab - CoWorkSpace,51.32740439,9.8498377,ecovillage,,,Murmurations,growworklab.de,-coworking-community|coworking|coworking-space
4360,Connect Ludwigsburg,48.89714214,9.19229508,ecovillage,DE,Baden-Württemberg,Murmurations,m.facebook.com/connectludwigsburg,community|konzerte|refugeeswelcome|urbangardening|wohnzimmer
4361,Associação Ecotopia Activa,37.1293537,-7.6481876,ecovillage,PT,Tavira,Murmurations,maps.transitionnetwork.org/group/associacao-ecotopia-activa,Transition Group|Community Growing|Other
4362,GreenBerry Blagnac en Transition,43.6334388,1.3898385,ecovillage,FR,Blagnac,Murmurations,maps.transitionnetwork.org/group/greenberry-blagnac-en-transition,Transition Group|Community Growing|Nature
4363,Omställning Njurunda,62.2709579,17.3880386,ecovillage,SE,Njurunda,Murmurations,maps.transitionnetwork.org/group/omstallning-njurunda,Transition Group|Community Growing|Nature
4364,Salies de Béarn,43.470698,-0.925146,ecovillage,FR,Salies de Bearn,Murmurations,salies-de-bearn.transitionfrance.fr,Transition Group|Community Growing|Nature
4365,Stratum 0 e.V.,52.27859999,10.52109998,ecovillage,DE,Lower Saxony,Murmurations,stratum0.org,bildung|community|hackerspace|sharing|werkstatt
4366,Nextgen Community Trogen,47.40148644,9.46040869,ecovillage,,,Murmurations,facebook.com/Nextgen-Community-Trogen-194838214645100,comunity|lebensgemeinschaft|personla-change
4367,Kwoorabup Denmark,-34.9606815,117.3553964,ecovillage,AU,Denmark,Murmurations,maps.transitionnetwork.org/group/kwoorabup-denmark,Transition Group|Community Growing|Community visioning / imagination work|Building local networks
4368,Transition Margaret River,-34.0116886,115.0872803,ecovillage,AU,Margaret River,Murmurations,transitionaustralia.net/group/transition-margaret-river,Transition Group|Community Growing|Community hub or activities|Building local networks
4369,Eastertown Evolution,51.285313,-2.9369701,ecovillage,,"Eastertown, Lympsham",Murmurations,maps.transitionnetwork.org/group/eastertown-evolution,Transition Group|Community Growing|Nature|Community hub or activities|Community visioning / imagination work|Wellbeing or Inner Transition
4370,Superbohemians GbR,52.51703651,13.38885986,ecovillage,,,Murmurations,superbohemians.com,aktionen|architects4future|architektur|artists|bancor|bauen|carsharing|community|dienstleistungen|digitalisierung|elektromobilität|filmmakers4future|forschung|gemeinden|gemeinschaft|genossenschaft|greenfilm|interdisciplinary|international|journalismus|krypto|mobilität|nachhaltigkeit|netzwerk|organisationen|plattform|plattformökonomie|stiftung|währungen
4371,Le Conviviabule,46.9964192,6.9395542,ecovillage,CH,Neuchâtel ,Murmurations,conviviabule.ch,"Transition Group|Community Growing|Community hub or activities|Festivals, fairs or events"
4372,EcoThailand Foundation,9.7047236,100.0184214,ecovillage,TH,,Murmurations,ecothailand.org,Transition Group|Community Growing|Nature|Community hub or activities|Building local networks
4373,Samsø initiativ,55.8250068,10.5611501,ecovillage,DK,Pillemark,Murmurations,maps.transitionnetwork.org/group/omstilling-silkeborg,Transition Group|Community Growing|Community hub or activities|Wellbeing or Inner Transition
4374,Wild York,53.9509339,-1.0784841,ecovillage,,,Murmurations,wildyork.uk,Transition Group|Community Growing|Nature|Community visioning / imagination work|Building local networks
4375,Transition Town Jericho,44.5043797,-72.9979302,ecovillage,US,Jericho,Murmurations,transitiontownjericho.net,Transition Group|Community Growing|Other food projects|Community hub or activities|Community visioning / imagination work|Building local networks|Other
4376,Auch Territoire en Transition,43.6446994,0.5882916,ecovillage,FR,Auch,Murmurations,auch.entransition.fr,Transition Group|Community Growing|Nature|Transport
4377,Barwon Heads Community Arts Garden- Sustainability Group,-38.2729763,144.4845954,ecovillage,AU,Barwon Heads,Murmurations,bhcommunityartsgarden.com,Transition Group|Community Growing|Art / creativity
4378,Crowdfoods,47.64934804,9.17505828,ecovillage,,,Murmurations,crowdfoods.com,community|ernährung|landwirtschaft|netzwerk|startups|verband
4379,DUNDU - Giants of Light,48.79860968,9.18577195,ecovillage,,,Murmurations,dundu.eu,acroyoga|community|giants|kunst|künstler|zirkus
4380,Envision Community,42.43162404,-71.04164439,ecovillage,,,Murmurations,envisioncommunitymn.org,architektur|community|design|holzbau|tinyhouse|wohnprojekt
4381,EvoLeipzig,51.3214371,12.39459398,ecovillage,,,Murmurations,evoleipzig.de,behavior|community-science|education|evolution|psychology
